FlightNumber,Year,Month,DayofMonth,DayOfWeek,ScheduledDepTime,ScheduledArrTime,ScheduledTravelTime,Origin,Destination,Distance,WeatherStationID,GroundHeight,StationHeight,BarometerHeight,Latitude,Longitude,Origin_TimeZone,Destination_TimeZone,ScheduledDepDate,ScheduledDepTimeStamp,Diff_TimeZone,ScheduledArrivalTimestamp,ScheduledArrivalTimestamp1,YearMonthDay,Time,SkyConditions,Visibility,DBT,DewPointTemp,RelativeHumidityPercent,WindSpeed,WindDirection,WindGustValue,StationPressure,HourlyPrecip,Timestamp,dest_YearMonthDay,dest_Time,dest_SkyConditions,dest_Visibility,dest_DBT,dest_DewPointTemp,dest_RelativeHumidityPercent,dest_WindSpeed,dest_WindDirection,dest_WindGustValue,dest_StationPressure,dest_HourlyPrecip,dest_Timestamp
PBI_PHL_73557,2005,11,4,5,13:10,15:47,157,PBI,PHL,951,12844,16,21,19,26.41,-80.06,+5,+5,4-11-2005,2005-11-04 13:10:00,0,2005-11-04 15:47:00,04-11-2005 15:47,04-11-2005,09:53,SCT030 SCT055,15SM,,,,9.0,070,0.0,30.14,0.0,2005-11-04 09:53:00,04-11-2005,09:53,SCT030 SCT055,15SM,,,,9.0,070,0.0,30.14,0.0,2005-11-04 09:53:00
DEN_SEA_99816,2005,9,25,7,17:15,18:55,160,DEN,SEA,1024,3017,5379,5431,5382,39.5,-104.4,+7,+8,25-9-2005,2005-09-25 17:15:00,-60,2005-09-25 18:55:00,25-09-2005 18:55,25-09-2005,09:53,FEW010 BKN017 BKN022,10SM,56.0,46.0,70.0,5.0,VRB,0.0,24.69,0.0,2005-09-25 09:53:00,25-09-2005,09:53,FEW010 BKN017 BKN022,10SM,56.0,46.0,70.0,5.0,VRB,0.0,24.69,0.0,2005-09-25 09:53:00
RDU_LGA_100984,2005,11,13,7,09:59,11:30,91,RDU,LGA,431,13722,427,437,430,35.52,-78.47,+5,+5,13-11-2005,2005-11-13 09:59:00,0,2005-11-13 11:30:00,13-11-2005 11:30,13-11-2005,09:51,BKN035 BKN045 BKN250,10SM,59.0,48.0,67.0,3.0,VRB,0.0,29.9,0.0,2005-11-13 09:51:00,13-11-2005,09:51,BKN035 BKN045 BKN250,10SM,59.0,48.0,67.0,3.0,VRB,0.0,29.9,0.0,2005-11-13 09:51:00
ORD_CLE_78418,2005,3,25,5,08:25,10:39,74,ORD,CLE,316,94846,655,674,658,41.59,-87.55,+6,+5,25-3-2005,2005-03-25 08:25:00,60,2005-03-25 10:39:00,25-03-2005 10:39,25-03-2005,08:03,BKN012 OVC018,1.25SM,,,,14.0,060,0.0,,,2005-03-25 08:03:00,25-03-2005,09:56,BKN008 OVC012,1.5SM,34.0,31.0,89.0,12.0,070,0.0,29.37,0.01,2005-03-25 09:56:00
CVG_LIT_88421,2005,7,1,5,13:30,14:10,100,CVG,LIT,513,93814,882,883,885,39.02,-84.4,+5,+6,1-7-2005,2005-07-01 13:30:00,-60,2005-07-01 14:10:00,01-07-2005 14:10,01-07-2005,09:52,FEW035 SCT250,10SM,78.0,67.0,69.0,12.0,290,0.0,28.92,0.0,2005-07-01 09:52:00,01-07-2005,09:52,FEW035 SCT250,10SM,78.0,67.0,69.0,12.0,290,0.0,28.92,0.0,2005-07-01 09:52:00
ATL_SFO_86924,2005,7,19,2,14:26,16:10,284,ATL,SFO,2139,13874,971,1026,974,33.38,-84.26,+5,+8,19-7-2005,2005-07-19 14:26:00,-180,2005-07-19 16:10:00,19-07-2005 16:10,19-07-2005,09:51,BKN250,10SM,82.0,73.0,74.0,4,290,0.0,29.12,0.0,2005-07-19 09:51:00,19-07-2005,09:51,BKN250,10SM,82.0,73.0,74.0,4,290,0.0,29.12,0.0,2005-07-19 09:51:00
DFW_ORD_60195,2005,7,2,6,15:00,17:22,142,DFW,ORD,802,3927,559,596,562,32.54,-97.02,+6,+6,2-7-2005,2005-07-02 15:00:00,0,2005-07-02 17:22:00,02-07-2005 17:22,02-07-2005,09:53,SCT110,10SM,83.0,68.0,61.0,9.0,010,0.0,29.32,0.0,2005-07-02 09:53:00,02-07-2005,09:53,SCT110,10SM,83.0,68.0,61.0,9.0,010,0.0,29.32,0.0,2005-07-02 09:53:00
EWR_ORD_81674,2005,3,30,3,11:45,13:15,150,EWR,ORD,719,14734,25,30,28,40.43,-74.1,+5,+6,30-3-2005,2005-03-30 11:45:00,-60,2005-03-30 13:15:00,30-03-2005 13:15,30-03-2005,09:51,BKN250,10SM,53.0,32.0,45.0,8.0,050,0.0,30.05,0.0,2005-03-30 09:51:00,30-03-2005,09:51,BKN250,10SM,53.0,32.0,45.0,8.0,050,0.0,30.05,0.0,2005-03-30 09:51:00
IAD_PWM_99494,2005,11,16,3,15:00,16:32,92,IAD,PWM,494,93738,306,323,309,38.56,-77.27,+5,+5,16-11-2005,2005-11-16 15:00:00,0,2005-11-16 16:32:00,16-11-2005 16:32,16-11-2005,09:51,SCT030 BKN037 OVC045,10SM,71.0,61.0,71.0,13.0,180,20.0,29.61,0.0,2005-11-16 09:51:00,16-11-2005,09:51,SCT030 BKN037 OVC045,10SM,71.0,61.0,71.0,13.0,180,20.0,29.61,0.0,2005-11-16 09:51:00
SFO_ORD_96750,2005,7,24,7,16:50,22:55,245,SFO,ORD,1846,23234,86,18,89,37.37,-122.24,+8,+6,24-7-2005,2005-07-24 16:50:00,120,2005-07-24 22:55:00,24-07-2005 22:55,24-07-2005,09:56,CLR,10SM,71.0,57.0,61.0,5.0,030,0.0,29.85,0.0,2005-07-24 09:56:00,24-07-2005,09:56,CLR,10SM,71.0,57.0,61.0,5.0,030,0.0,29.85,0.0,2005-07-24 09:56:00
LAX_PHX_63087,2005,9,9,5,17:30,18:50,80,LAX,PHX,370,23174,323,326,326,33.56,-118.25,+8,+7,9-9-2005,2005-09-09 17:30:00,60,2005-09-09 19:50:00,09-09-2005 18:50,09-09-2005,09:50,OVC029,9SM,68.0,56.0,66.0,6.0,160,0.0,29.62,0.0,2005-09-09 09:50:00,09-09-2005,09:50,OVC029,9SM,68.0,56.0,66.0,6.0,160,0.0,29.62,0.0,2005-09-09 09:50:00
MSP_PHL_56996,2005,7,18,1,17:00,20:43,163,MSP,PHL,980,14922,871,838,874,44.53,-93.14,+6,+5,18-7-2005,2005-07-18 17:00:00,60,2005-07-18 20:43:00,18-07-2005 20:43,18-07-2005,09:53,FEW045,10SM,76.0,55.0,48.0,19.0,260,27.0,28.84,0.0,2005-07-18 09:53:00,18-07-2005,09:53,FEW045,10SM,76.0,55.0,48.0,19.0,260,27.0,28.84,0.0,2005-07-18 09:53:00
PHX_SJC_79298,2005,11,10,4,08:10,09:09,119,PHX,SJC,621,23183,1103,1107,1106,33.26,-111.59,+7,+8,10-11-2005,2005-11-10 08:10:00,-60,2005-11-10 09:09:00,10-11-2005 09:09,10-11-2005,07:51,FEW120 BKN200,10SM,63.0,45.0,52.0,8,100,0.0,28.86,0.0,2005-11-10 07:51:00,10-11-2005,08:51,FEW150 BKN200,10SM,64.0,43.0,46.0,10,090,0.0,28.87,0.0,2005-11-10 08:51:00
ORD_MBS_62763,2005,11,20,7,13:15,15:18,63,ORD,MBS,222,94846,655,674,658,41.59,-87.55,+6,+5,20-11-2005,2005-11-20 13:15:00,60,2005-11-20 15:18:00,20-11-2005 15:18,20-11-2005,09:56,BKN029,7SM,42.0,36.0,79.0,5.0,290,0.0,29.44,0.0,2005-11-20 09:56:00,20-11-2005,09:56,BKN029,7SM,42.0,36.0,79.0,5.0,290,0.0,29.44,0.0,2005-11-20 09:56:00
LAX_SFO_67099,2005,7,4,1,06:45,08:00,75,LAX,SFO,337,23174,323,326,326,33.56,-118.25,+8,+8,4-7-2005,2005-07-04 06:45:00,0,2005-07-04 08:00:00,04-07-2005 08:00,04-07-2005,05:50,OVC007,2SM,61.0,58.0,90.0,0,000,0.0,29.62,0.0,2005-07-04 05:50:00,04-07-2005,07:50,OVC013,3SM,65.0,58.0,78.0,5,110,0.0,29.64,0.0,2005-07-04 07:50:00
COS_CVG_100881,2005,3,22,2,17:40,22:14,154,COS,CVG,1078,93037,6180,6170,6183,38.49,-104.43,+7,+5,22-3-2005,2005-03-22 17:40:00,120,2005-03-22 22:14:00,22-03-2005 22:14,22-03-2005,09:54,FEW055,10SM,46.0,16.0,30.0,16.0,330,21.0,23.86,0.0,2005-03-22 09:54:00,22-03-2005,09:54,FEW055,10SM,46.0,16.0,30.0,16.0,330,21.0,23.86,0.0,2005-03-22 09:54:00
EWR_MSY_68280,2005,7,21,4,12:25,14:35,190,EWR,MSY,1167,14734,25,30,28,40.43,-74.1,+5,+6,21-7-2005,2005-07-21 12:25:00,-60,2005-07-21 14:35:00,21-07-2005 14:35,21-07-2005,09:51,BKN250,10SM,88.0,58.0,36.0,9.0,260,0.0,29.95,0.0,2005-07-21 09:51:00,21-07-2005,09:51,BKN250,10SM,88.0,58.0,36.0,9.0,260,0.0,29.95,0.0,2005-07-21 09:51:00
TXK_DFW_69080,2005,11,19,6,11:25,12:37,72,TXK,DFW,181,13977,391,399,394,33.27,-94.01,+6,+6,19-11-2005,2005-11-19 11:25:00,0,2005-11-19 12:37:00,19-11-2005 12:37,19-11-2005,09:53,OVC090,10SM,51.0,27.0,39.0,6.0,200,0.0,29.82,0.0,2005-11-19 09:53:00,19-11-2005,09:53,OVC090,10SM,51.0,27.0,39.0,6.0,200,0.0,29.82,0.0,2005-11-19 09:53:00
ORF_JFK_96142,2005,3,28,1,15:20,16:40,80,ORF,JFK,289,13737,66,30,69,36.54,-76.11,+5,+5,28-3-2005,2005-03-28 15:20:00,0,2005-03-28 16:40:00,28-03-2005 16:40,28-03-2005,09:51,BKN005 OVC009,7SM,61.0,61.0,100.0,15.0,170,19.0,29.4,0.28,2005-03-28 09:51:00,28-03-2005,09:51,BKN005 OVC009,7SM,61.0,61.0,100.0,15.0,170,19.0,29.4,0.28,2005-03-28 09:51:00
ORD_MEM_96468,2005,3,25,5,08:01,09:43,102,ORD,MEM,491,94846,655,674,658,41.59,-87.55,+6,+6,25-3-2005,2005-03-25 08:01:00,0,2005-03-25 09:43:00,25-03-2005 09:43,25-03-2005,07:56,SCT014 OVC020,1.5SM,35.0,31.0,85.0,12.0,060,0.0,29.36,,2005-03-25 07:56:00,25-03-2005,08:56,OVC006,0.75SM,33.0,32.0,96.0,9.0,070,0.0,29.37,0.02,2005-03-25 08:56:00
PHX_LAX_75236,2005,7,14,4,13:20,14:40,80,PHX,LAX,370,23183,1103,1107,1106,33.26,-111.59,+7,+8,14-7-2005,2005-07-14 13:20:00,-60,2005-07-14 13:40:00,14-07-2005 14:40,14-07-2005,09:51,FEW150 SCT200,10SM,98.0,52.0,21.0,5.0,330,0.0,28.69,0.0,2005-07-14 09:51:00,14-07-2005,09:51,FEW150 SCT200,10SM,98.0,52.0,21.0,5.0,330,0.0,28.69,0.0,2005-07-14 09:51:00
BNA_DTW_92012,2005,9,15,4,15:44,18:19,95,BNA,DTW,457,13897,571,605,574,36.07,-86.41,+6,+5,15-9-2005,2005-09-15 15:44:00,60,2005-09-15 18:19:00,15-09-2005 18:19,15-09-2005,09:53,FEW055 BKN200,10SM,85.0,67.0,55.0,4.0,VRB,0.0,29.45,0.0,2005-09-15 09:53:00,15-09-2005,09:53,FEW055 BKN200,10SM,85.0,67.0,55.0,4.0,VRB,0.0,29.45,0.0,2005-09-15 09:53:00
HNL_ATL_78754,2005,11,4,5,16:58,06:40,522,HNL,ATL,4502,22521,15,15,18,21.2,-157.56,+10,+5,4-11-2005,2005-11-04 16:58:00,300,2005-11-05 06:40:00,05-11-2005 06:40,04-11-2005,09:53,FEW030,10SM,80.0,67.0,64.0,14.0,070,0.0,30.04,0.0,2005-11-04 09:53:00,05-11-2005,05:53,CLR,10SM,74.0,65.0,74.0,7.0,060,0.0,30.01,0.0,2005-11-05 05:53:00
PHX_LAX_75715,2005,3,19,6,08:17,08:40,83,PHX,LAX,370,23183,1103,1107,1106,33.26,-111.59,+7,+8,19-3-2005,2005-03-19 08:17:00,-60,2005-03-19 08:40:00,19-03-2005 08:40,19-03-2005,07:56,BKN070,10SM,57.0,45.0,64.0,6.0,230,0.0,28.77,0.0,2005-03-19 07:56:00,19-03-2005,07:56,BKN070,10SM,57.0,45.0,64.0,6.0,230,0.0,28.77,0.0,2005-03-19 07:56:00
HSV_IAH_62543,2005,7,25,1,12:55,14:53,118,HSV,IAH,595,3856,642,644,645,34.38,-86.47,+6,+6,25-7-2005,2005-07-25 12:55:00,0,2005-07-25 14:53:00,25-07-2005 14:53,25-07-2005,09:53,FEW030,6SM,90.0,77.0,66.0,3.0,VRB,0.0,29.42,0.0,2005-07-25 09:53:00,25-07-2005,09:53,FEW030,6SM,90.0,77.0,66.0,3.0,VRB,0.0,29.42,0.0,2005-07-25 09:53:00
ATL_MEI_105242,2005,11,4,5,08:50,09:03,73,ATL,MEI,267,13874,971,1026,974,33.38,-84.26,+5,+6,4-11-2005,2005-11-04 08:50:00,-60,2005-11-04 09:03:00,04-11-2005 09:03,04-11-2005,07:51,BKN042 BKN250,8SM,55.0,48.0,77.0,0.0,000,0.0,29.16,0.0,2005-11-04 07:51:00,04-11-2005,08:51,SCT040 SCT250,8SM,58.0,51.0,78.0,4.0,200,0.0,29.17,0.0,2005-11-04 08:51:00
CVG_CAK_101878,2005,7,16,6,11:55,12:56,61,CVG,CAK,214,93814,882,883,885,39.02,-84.4,+5,+5,16-7-2005,2005-07-16 11:55:00,0,2005-07-16 12:56:00,16-07-2005 12:56,16-07-2005,09:52,BKN011 OVC019,3SM,78.0,72.0,82.0,9.0,230,0.0,29.09,0.0,2005-07-16 09:52:00,16-07-2005,09:52,BKN011 OVC019,3SM,78.0,72.0,82.0,9.0,230,0.0,29.09,0.0,2005-07-16 09:52:00
TRI_ATL_96766,2005,9,26,1,15:02,16:20,78,TRI,ATL,227,13877,1536,1525,1539,36.29,-82.24,+5,+5,26-9-2005,2005-09-26 15:02:00,0,2005-09-26 16:20:00,26-09-2005 16:20,26-09-2005,09:53,FEW015 SCT030 BKN090,10SM,70.0,67.0,90.0,0.0,000,0.0,28.32,0.01,2005-09-26 09:53:00,26-09-2005,09:53,FEW015 SCT030 BKN090,10SM,70.0,67.0,90.0,0.0,000,0.0,28.32,0.01,2005-09-26 09:53:00
ROC_ATL_90415,2005,3,2,3,13:55,16:27,152,ROC,ATL,749,14768,585,555,588,43.07,-77.41,+5,+5,2-3-2005,2005-03-02 13:55:00,0,2005-03-02 16:27:00,02-03-2005 16:27,02-03-2005,09:54,SCT017 BKN023 OVC032,10SM,23.0,17.0,78.0,17.0,280,24.0,29.04,,2005-03-02 09:54:00,02-03-2005,09:54,SCT017 BKN023 OVC032,10SM,23.0,17.0,78.0,17.0,280,24.0,29.04,,2005-03-02 09:54:00
CVG_CLT_98855,2005,11,14,1,11:40,12:58,78,CVG,CLT,335,93814,882,883,885,39.02,-84.4,+5,+5,14-11-2005,2005-11-14 11:40:00,0,2005-11-14 12:58:00,14-11-2005 12:58,14-11-2005,09:52,FEW120 SCT250,10SM,46.0,33.0,61.0,12.0,090,0.0,29.39,0.0,2005-11-14 09:52:00,14-11-2005,09:52,FEW120 SCT250,10SM,46.0,33.0,61.0,12.0,090,0.0,29.39,0.0,2005-11-14 09:52:00
OAK_PHL_89856,2005,11,25,5,09:00,17:20,320,OAK,PHL,2510,23230,85,88,88,37.43,-122.13,+8,+5,25-11-2005,2005-11-25 09:00:00,180,2005-11-25 17:20:00,25-11-2005 17:20,25-11-2005,08:53,VV006,0.75SM,55.0,53.0,93.0,6.0,120,0.0,29.94,0.13,2005-11-25 08:53:00,25-11-2005,09:57,BKN004 OVC012,2.5SM,,,,9.0,210,0.0,,,2005-11-25 09:57:00
TPA_PHL_94620,2005,3,31,4,13:00,15:25,145,TPA,PHL,920,12842,8,11,40,27.58,-82.32,+5,+5,31-3-2005,2005-03-31 13:00:00,0,2005-03-31 15:25:00,31-03-2005 15:25,31-03-2005,09:53,SCT030 SCT120 BKN250,8SM,77.0,70.0,79.0,10.0,190,0.0,30.0,0.0,2005-03-31 09:53:00,31-03-2005,09:53,SCT030 SCT120 BKN250,8SM,77.0,70.0,79.0,10.0,190,0.0,30.0,0.0,2005-03-31 09:53:00
SBA_SLC_86173,2005,7,13,3,06:20,09:06,106,SBA,SLC,615,23190,12,20,15,34.26,-119.5,+8,+7,13-7-2005,2005-07-13 06:20:00,60,2005-07-13 09:06:00,13-07-2005 09:06,13-07-2005,05:53,VV001,0.125SM,58.0,57.0,97.0,0.0,000,0.0,29.95,0.0,2005-07-13 05:53:00,13-07-2005,09:00,OVC003,6SM,,,,9.0,250,0.0,,,2005-07-13 09:00:00
BFL_SLC_78733,2005,7,18,1,06:45,09:25,100,BFL,SLC,534,23155,497,492,512,35.26,-119.04,+8,+7,18-7-2005,2005-07-18 06:45:00,60,2005-07-18 09:25:00,18-07-2005 09:25,18-07-2005,05:54,CLR,10SM,83.0,54.0,37.0,0.0,000,0.0,29.28,0.0,2005-07-18 05:54:00,18-07-2005,08:54,CLR,10SM,94.0,56.0,28.0,3.0,VRB,0.0,29.28,0.0,2005-07-18 08:54:00
ORD_PSP_96037,2005,11,30,3,16:59,19:12,253,ORD,PSP,1652,94846,655,674,658,41.59,-87.55,+6,+8,30-11-2005,2005-11-30 16:59:00,-120,2005-11-30 19:12:00,30-11-2005 19:12,30-11-2005,09:56,OVC019,10SM,24.0,16.0,71.0,10.0,250,0.0,29.41,0.0,2005-11-30 09:56:00,30-11-2005,09:56,OVC019,10SM,24.0,16.0,71.0,10.0,250,0.0,29.41,0.0,2005-11-30 09:56:00
PHL_LAX_104475,2005,7,20,3,08:30,11:14,344,PHL,LAX,2401,13739,59,28,62,39.52,-75.14,+5,+8,20-7-2005,2005-07-20 08:30:00,-180,2005-07-20 11:14:00,20-07-2005 11:14,20-07-2005,07:54,FEW055 SCT095,10SM,81.0,66.0,61.0,5,VRB,0.0,30.03,0.0,2005-07-20 07:54:00,20-07-2005,09:54,FEW055,10SM,86.0,62.0,45.0,9,310,0.0,30.02,0.0,2005-07-20 09:54:00
DEN_BZN_102518,2005,7,9,6,17:16,18:54,98,DEN,BZN,525,3017,5379,5431,5382,39.5,-104.4,+7,+7,9-7-2005,2005-07-09 17:16:00,0,2005-07-09 18:54:00,09-07-2005 18:54,09-07-2005,09:53,FEW100 SCT140 BKN250,10SM,91.0,37.0,15.0,8.0,260,0.0,24.63,0.0,2005-07-09 09:53:00,09-07-2005,09:53,FEW100 SCT140 BKN250,10SM,91.0,37.0,15.0,8.0,260,0.0,24.63,0.0,2005-07-09 09:53:00
SYR_EWR_91040,2005,3,10,4,07:10,08:15,65,SYR,EWR,194,14771,414,417,417,43.07,-76.06,+5,+5,10-3-2005,2005-03-10 07:10:00,0,2005-03-10 08:15:00,10-03-2005 08:15,10-03-2005,06:54,FEW031 SCT046,8SM,13.0,10.0,88.0,4.0,230,0.0,29.3,,2005-03-10 06:54:00,10-03-2005,07:54,SCT016 SCT065,7SM,13.0,9.0,84.0,3.0,200,0.0,29.31,0.0,2005-03-10 07:54:00
LGA_CLT_99361,2005,11,14,1,06:59,08:51,112,LGA,CLT,544,14732,36,31,39,40.47,-73.53,+5,+5,14-11-2005,2005-11-14 06:59:00,0,2005-11-14 08:51:00,14-11-2005 08:51,14-11-2005,06:51,BKN110,10SM,60.0,50.0,70.0,10.0,220,0.0,30.13,0.0,2005-11-14 06:51:00,14-11-2005,08:51,FEW110,10SM,63.0,49.0,60.0,8.0,280,0.0,30.19,0.0,2005-11-14 08:51:00
PHX_PDX_64652,2005,9,20,2,13:28,16:11,163,PHX,PDX,1009,23183,1103,1107,1106,33.26,-111.59,+7,+8,20-9-2005,2005-09-20 13:28:00,-60,2005-09-20 15:11:00,20-09-2005 16:11,20-09-2005,09:51,FEW120 BKN200,10SM,94.0,47.0,20.0,7.0,130,0.0,28.83,0.0,2005-09-20 09:51:00,20-09-2005,09:51,FEW120 BKN200,10SM,94.0,47.0,20.0,7.0,130,0.0,28.83,0.0,2005-09-20 09:51:00
ATL_MDW_58704,2005,9,28,3,13:35,14:20,105,ATL,MDW,590,13874,971,1026,974,33.38,-84.26,+5,+6,28-9-2005,2005-09-28 13:35:00,-60,2005-09-28 14:20:00,28-09-2005 14:20,28-09-2005,09:51,BKN015 BKN045 BKN180,6SM,76.0,68.0,77.0,6.0,120,0.0,29.04,0.0,2005-09-28 09:51:00,28-09-2005,09:51,BKN015 BKN045 BKN180,6SM,76.0,68.0,77.0,6.0,120,0.0,29.04,0.0,2005-09-28 09:51:00
OMA_DEN_65009,2005,9,1,4,16:01,16:30,89,OMA,DEN,472,14942,1025,982,1028,41.19,-95.54,+6,+7,1-9-2005,2005-09-01 16:01:00,-60,2005-09-01 16:30:00,01-09-2005 16:30,01-09-2005,09:52,CLR,10SM,74.0,52.0,46.0,6.0,240,0.0,29.04,0.0,2005-09-01 09:52:00,01-09-2005,09:52,CLR,10SM,74.0,52.0,46.0,6.0,240,0.0,29.04,0.0,2005-09-01 09:52:00
PDX_LAX_74879,2005,11,20,7,13:15,15:28,133,PDX,LAX,834,24229,220,107,223,45.35,-122.36,+8,+8,20-11-2005,2005-11-20 13:15:00,0,2005-11-20 15:28:00,20-11-2005 15:28,20-11-2005,09:55,CLR,8SM,41.0,37.0,86.0,6.0,280,0.0,30.08,0.0,2005-11-20 09:55:00,20-11-2005,09:55,CLR,8SM,41.0,37.0,86.0,6.0,280,0.0,30.08,0.0,2005-11-20 09:55:00
MCI_DTW_105442,2005,3,1,2,13:22,16:14,112,MCI,DTW,629,3947,1005,1025,1008,39.18,-94.43,+6,+5,1-3-2005,2005-03-01 13:22:00,60,2005-03-01 16:14:00,01-03-2005 16:14,01-03-2005,09:53,CLR,10SM,26.0,13.0,57.0,9.0,310,0.0,29.07,0.0,2005-03-01 09:53:00,01-03-2005,09:53,CLR,10SM,26.0,13.0,57.0,9.0,310,0.0,29.07,0.0,2005-03-01 09:53:00
STL_LGA_94862,2005,7,23,6,11:30,14:53,143,STL,LGA,887,13994,707,710,710,38.45,-90.22,+6,+5,23-7-2005,2005-07-23 11:30:00,60,2005-07-23 14:53:00,23-07-2005 14:53,23-07-2005,09:51,FEW020 SCT250,5SM,88.0,77.0,70.0,8.0,140,0.0,29.35,0.0,2005-07-23 09:51:00,23-07-2005,09:51,FEW020 SCT250,5SM,88.0,77.0,70.0,8.0,140,0.0,29.35,0.0,2005-07-23 09:51:00
LAX_OAK_70660,2005,7,3,7,07:54,09:15,81,LAX,OAK,337,23174,323,326,326,33.56,-118.25,+8,+8,3-7-2005,2005-07-03 07:54:00,0,2005-07-03 09:15:00,03-07-2005 09:15,03-07-2005,07:50,OVC009,1.5SM,64.0,57.0,78.0,0.0,000,0.0,29.61,0.0,2005-07-03 07:50:00,03-07-2005,08:50,OVC011,2SM,63.0,58.0,84.0,3.0,VRB,0.0,29.62,0.0,2005-07-03 08:50:00
ATL_CHO_69636,2005,3,31,4,15:24,16:51,87,ATL,CHO,457,13874,971,1026,974,33.38,-84.26,+5,+5,31-3-2005,2005-03-31 15:24:00,0,2005-03-31 16:51:00,31-03-2005 16:51,31-03-2005,09:51,BKN007 BKN011 OVC018CB,2.5SM,60.0,59.0,96.0,7.0,070,0.0,29.01,0.19,2005-03-31 09:51:00,31-03-2005,09:51,BKN007 BKN011 OVC018CB,2.5SM,60.0,59.0,96.0,7.0,070,0.0,29.01,0.19,2005-03-31 09:51:00
BOS_MCO_65114,2005,9,25,7,11:10,14:07,177,BOS,MCO,1121,14739,19,30,180,42.22,-71.01,+5,+5,25-9-2005,2005-09-25 11:10:00,0,2005-09-25 14:07:00,25-09-2005 14:07,25-09-2005,09:54,FEW150 SCT250,10SM,65.0,49.0,56.0,8.0,200,0.0,30.3,0.0,2005-09-25 09:54:00,25-09-2005,09:54,FEW150 SCT250,10SM,65.0,49.0,56.0,8.0,200,0.0,30.3,0.0,2005-09-25 09:54:00
DFW_LAS_104116,2005,3,8,2,09:12,10:01,169,DFW,LAS,1055,3927,559,596,562,32.54,-97.02,+6,+8,8-3-2005,2005-03-08 09:12:00,-120,2005-03-08 10:01:00,08-03-2005 10:01,08-03-2005,08:53,CLR,10SM,51.0,33.0,50.0,4,VRB,0.0,29.53,0.0,2005-03-08 08:53:00,08-03-2005,09:53,CLR,10SM,54.0,29.0,38.0,4,VRB,0.0,29.52,0.0,2005-03-08 09:53:00
JFK_SEA_62593,2005,11,5,6,17:35,20:55,380,JFK,SEA,2421,94789,29,22,32,40.4,-73.48,+5,+8,5-11-2005,2005-11-05 17:35:00,-180,2005-11-05 20:55:00,05-11-2005 20:55,05-11-2005,09:51,FEW140 BKN250,8SM,60.0,51.0,72.0,6.0,230,0.0,30.04,0.0,2005-11-05 09:51:00,05-11-2005,09:51,FEW140 BKN250,8SM,60.0,51.0,72.0,6.0,230,0.0,30.04,0.0,2005-11-05 09:51:00
SLC_LIT_102379,2005,3,24,4,10:00,13:44,164,SLC,LIT,1156,24127,4221,4227,4224,40.47,-111.58,+7,+6,24-3-2005,2005-03-24 10:00:00,60,2005-03-24 13:44:00,24-03-2005 13:44,24-03-2005,09:56,FEW011 OVC022,6SM,40.0,35.0,83.0,10.0,280,0.0,25.57,,2005-03-24 09:56:00,24-03-2005,09:56,FEW011 OVC022,6SM,40.0,35.0,83.0,10.0,280,0.0,25.57,,2005-03-24 09:56:00
MSY_BNA_88328,2005,3,24,4,10:25,11:45,80,MSY,BNA,471,12916,4,20,7,29.59,-90.15,+6,+6,24-3-2005,2005-03-24 10:25:00,0,2005-03-24 11:45:00,24-03-2005 11:45,24-03-2005,09:53,FEW050 SCT120 SCT250,10SM,68.0,57.0,68.0,8.0,120,0.0,30.01,0.0,2005-03-24 09:53:00,24-03-2005,09:53,FEW050 SCT120 SCT250,10SM,68.0,57.0,68.0,8.0,120,0.0,30.01,0.0,2005-03-24 09:53:00
MCO_PHL_66206,2005,3,29,2,12:20,14:38,138,MCO,PHL,861,12815,95,106,98,28.26,-81.19,+5,+5,29-3-2005,2005-03-29 12:20:00,0,2005-03-29 14:38:00,29-03-2005 14:38,29-03-2005,09:53,CLR,10SM,69.0,47.0,45.0,12.0,330,0.0,29.86,0.0,2005-03-29 09:53:00,29-03-2005,09:53,CLR,10SM,69.0,47.0,45.0,12.0,330,0.0,29.86,0.0,2005-03-29 09:53:00
LGA_BOS_102553,2005,3,28,1,10:00,11:05,65,LGA,BOS,185,14732,36,31,39,40.47,-73.53,+5,+5,28-3-2005,2005-03-28 10:00:00,0,2005-03-28 11:05:00,28-03-2005 11:05,28-03-2005,09:51,BKN004 OVC012,2.5SM,40.0,38.0,93.0,20.0,060,26.0,29.73,0.06,2005-03-28 09:51:00,28-03-2005,09:51,BKN004 OVC012,2.5SM,40.0,38.0,93.0,20.0,060,26.0,29.73,0.06,2005-03-28 09:51:00
DFW_DTW_68839,2005,7,1,5,17:54,21:31,157,DFW,DTW,987,3927,559,596,562,32.54,-97.02,+6,+5,1-7-2005,2005-07-01 17:54:00,60,2005-07-01 21:31:00,01-07-2005 21:31,01-07-2005,09:53,FEW100 SCT150 SCT300,10SM,92.0,71.0,51.0,7.0,250,0.0,29.34,0.0,2005-07-01 09:53:00,01-07-2005,09:53,FEW100 SCT150 SCT300,10SM,92.0,71.0,51.0,7.0,250,0.0,29.34,0.0,2005-07-01 09:53:00
